label,spaceMission,launchPlaceName,country,spaceAgencyName,astroName,birthPlaceName,latLong
NOAA-16,http://www.wikidata.org/entity/Q4044978,Vandenberg AFB Space Launch Complex 4,United States of America,National Oceanic and Atmospheric Administration,,,"34.6327,-120.613"
NOAA-17,http://www.wikidata.org/entity/Q6954801,Vandenberg AFB Space Launch Complex 4,United States of America,National Oceanic and Atmospheric Administration,,,"34.6327,-120.613"
NOAA-18,http://www.wikidata.org/entity/Q6954805,Vandenberg AFB Space Launch Complex 2,United States of America,National Oceanic and Atmospheric Administration,,,"34.7545,-120.62"
NOAA-19,http://www.wikidata.org/entity/Q6954803,Vandenberg AFB Space Launch Complex 2,United States of America,National Oceanic and Atmospheric Administration,,,"34.7545,-120.62"
NOAA-4,http://www.wikidata.org/entity/Q6954806,Vandenberg AFB Space Launch Complex 2,United States of America,National Oceanic and Atmospheric Administration,,,"34.7545,-120.62"
NOAA-7,http://www.wikidata.org/entity/Q1961214,Vandenberg AFB Space Launch Complex 3,United States of America,National Oceanic and Atmospheric Administration,,,"34.643,-120.589"
NOAA-B,http://www.wikidata.org/entity/Q6954808,Vandenberg AFB Space Launch Complex 3,United States of America,National Oceanic and Atmospheric Administration,,,"34.643,-120.589"
NSS-9,http://www.wikidata.org/entity/Q6955343,ELA-3,France,SES World Skies,,,"5.2406,-52.7708"
NanoSail-D,http://www.wikidata.org/entity/Q5141185,Ronald Reagan Ballistic Missile Defense Test Site,United States of America,National Aeronautics and Space Administration,,,"8.71666667,167.73333333"
NanoSail-D2,http://www.wikidata.org/entity/Q379402,Kodiak Launch Complex,United States of America,National Aeronautics and Space Administration,,,"57.4358,-152.338"
Navid,http://www.wikidata.org/entity/Q1972368,Imam Khomeini Spaceport,Iran,Iranian Space Agency,,,"35.23444,53.920798"
Navstar 7,http://www.wikidata.org/entity/Q6982574,Vandenberg AFB Space Launch Complex 3,United States of America,United States Air Force,,,"34.643,-120.589"
Near Earth Object Surveillance Satellite,http://www.wikidata.org/entity/Q840936,Satish Dhawan Space Centre First Launch Pad,India,Canadian Space Agency,,,"13.733,80.235"
Negai,http://www.wikidata.org/entity/Q5962115,Yoshinobu Launch Complex,Japan,Sōka University,,,"30.4022,130.975"
NigComSat-1,http://www.wikidata.org/entity/Q1788851,Xichang Satellite Launch Center,People's Republic of China,NIGCOMSAT,,,"28.246016666,102.026555555"
Nilesat 201,http://www.wikidata.org/entity/Q1145187,ELA-3,France,Nilesat,,,"5.2406,-52.7708"
O/OREOS,http://www.wikidata.org/entity/Q4356658,Kodiak Launch Complex,United States of America,National Aeronautics and Space Administration,,,"57.4358,-152.338"
O3b,http://www.wikidata.org/entity/Q7072273,Ensemble de Lancement Soyouz,France,"O3b Networks, Ltd.",,,"-52.834582,5.301861"
OPS 5111,http://www.wikidata.org/entity/Q7072860,Vandenberg AFB Space Launch Complex 3,United States of America,United States Air Force,,,"34.643,-120.589"
OPS 5112,http://www.wikidata.org/entity/Q7072861,Vandenberg AFB Space Launch Complex 3,United States of America,United States Air Force,,,"34.643,-120.589"
OPS 5113,http://www.wikidata.org/entity/Q7072862,Vandenberg AFB Space Launch Complex 3,United States of America,United States Air Force,,,"34.643,-120.589"
OPS 5114,http://www.wikidata.org/entity/Q7072863,Vandenberg AFB Space Launch Complex 3,United States of America,United States Air Force,,,"34.643,-120.589"
OPS 5117,http://www.wikidata.org/entity/Q7072864,Vandenberg AFB Space Launch Complex 3,United States of America,United States Air Force,,,"34.643,-120.589"
OPS 5118,http://www.wikidata.org/entity/Q7072865,Vandenberg AFB Space Launch Complex 3,United States of America,United States Air Force,,,"34.643,-120.589"
OPS 9794,http://www.wikidata.org/entity/Q7072866,Vandenberg AFB Space Launch Complex 3,United States of America,United States Air Force,,,"34.643,-120.589"
OPUSAT,http://www.wikidata.org/entity/Q16632404,Yoshinobu Launch Complex,Japan,Osaka Prefecture University,,,"30.4022,130.975"
OREX,http://www.wikidata.org/entity/Q3775410,Yoshinobu Launch Complex,Japan,National Space Development Agency,,,"30.4022,130.975"
ORS-5,http://www.wikidata.org/entity/Q38280563,Cape Canaveral Air Force Station,United States of America,Operationally Responsive Space Office,,,"28.488888888,-80.577777777"
OSIRIS-REx,http://www.wikidata.org/entity/Q604428,Cape Canaveral Air Force Station,United States of America,Lockheed Martin,,,"28.488888888,-80.577777777"
OSIRIS-REx,http://www.wikidata.org/entity/Q604428,Cape Canaveral Air Force Station,United States of America,Lunar and Planetary Laboratory,,,"28.488888888,-80.577777777"
OSIRIS-REx,http://www.wikidata.org/entity/Q604428,Cape Canaveral Air Force Station,United States of America,National Aeronautics and Space Administration,,,"28.488888888,-80.577777777"
Ocean Surface Topography Mission,http://www.wikidata.org/entity/Q2658896,Vandenberg AFB Space Launch Complex 2,United States of America,CNES,,,"34.7545,-120.62"
Ocean Surface Topography Mission,http://www.wikidata.org/entity/Q2658896,Vandenberg AFB Space Launch Complex 2,United States of America,EUMETSAT,,,"34.7545,-120.62"
Ocean Surface Topography Mission,http://www.wikidata.org/entity/Q2658896,Vandenberg AFB Space Launch Complex 2,United States of America,National Aeronautics and Space Administration,,,"34.7545,-120.62"
Ocean Surface Topography Mission,http://www.wikidata.org/entity/Q2658896,Vandenberg AFB Space Launch Complex 2,United States of America,National Oceanic and Atmospheric Administration,,,"34.7545,-120.62"
Oceansat-1,http://www.wikidata.org/entity/Q7076238,Satish Dhawan Space Centre First Launch Pad,India,Indian Space Research Organization,,,"13.733,80.235"
Oceansat-2,http://www.wikidata.org/entity/Q1552666,Satish Dhawan Space Centre First Launch Pad,India,Indian Space Research Organization,,,"13.733,80.235"
Ofek-10,http://www.wikidata.org/entity/Q16269421,Palmachim Airbase,Israel,Ministry of Defense,,,"31.897777777,34.690555555"
Ofek-7,http://www.wikidata.org/entity/Q1040006,Palmachim Airbase,Israel,Ministry of Defense,,,"31.897777777,34.690555555"
Ofek-9,http://www.wikidata.org/entity/Q1770356,Palmachim Airbase,Israel,Ministry of Defense,,,"31.897777777,34.690555555"
Omid,http://www.wikidata.org/entity/Q639824,Imam Khomeini Spaceport,Iran,Iranian Space Agency,,,"35.23444,53.920798"
Optus D3,http://www.wikidata.org/entity/Q2027514,ELA-3,France,Optus,,,"5.2406,-52.7708"
Orbiting Carbon Observatory,http://www.wikidata.org/entity/Q1086610,Vandenberg AFB Launch Complex 576,United States of America,National Aeronautics and Space Administration,,,"34.7394,-120.619"
Orbiting Carbon Observatory 2,http://www.wikidata.org/entity/Q17304903,Vandenberg AFB Space Launch Complex 2,United States of America,National Aeronautics and Space Administration,,,"34.7545,-120.62"
Orion 3,http://www.wikidata.org/entity/Q7102764,Cape Canaveral Air Force Station Space Launch Complex 17,United States of America,Loral Space & Communications,,,"28.4467,-80.5661"
PAGEOS,http://www.wikidata.org/entity/Q2043671,Vandenberg AFB Space Launch Complex 2,United States of America,National Aeronautics and Space Administration,,,"34.7545,-120.62"
PAZ,http://www.wikidata.org/entity/Q9053779,Vandenberg AFB Space Launch Complex 4,United States of America,Hisdesat,,,"34.6327,-120.613"
PAZ,http://www.wikidata.org/entity/Q9053779,Vandenberg Air Force Base,United States of America,Hisdesat,,,"34.750833,-120.497778"
PAZ,http://www.wikidata.org/entity/Q9053779,Vandenberg Air Force Base,United States of America,Hisdesat,,,"34.7483,-120.51817"
PROBA,http://www.wikidata.org/entity/Q1479854,Satish Dhawan Space Centre First Launch Pad,India,European Space Agency,,,"13.733,80.235"
Paksat-1R,http://www.wikidata.org/entity/Q1110539,Xichang Satellite Launch Center,People's Republic of China,Space and Upper Atmosphere Research Commission,,,"28.246016666,102.026555555"
Palapa-D,http://www.wikidata.org/entity/Q36631,Xichang Satellite Launch Center,People's Republic of China,Indosat,,,"28.246016666,102.026555555"
Parker Solar Probe,http://www.wikidata.org/entity/Q899091,Cape Canaveral,United States of America,National Aeronautics and Space Administration,,,"28.455555555,-80.527777777"
PharmaSat,http://www.wikidata.org/entity/Q1639497,Mid-Atlantic Regional Spaceport Launch Pad 0,United States of America,National Aeronautics and Space Administration,,,"37.85,-75.466666666"
Pioneer 10,http://www.wikidata.org/entity/Q59103,Spaceport Florida Launch Complex 36,United States of America,Ames Research Center,,,"28.470555555,-80.54"
Pioneer 10,http://www.wikidata.org/entity/Q59103,Spaceport Florida Launch Complex 36,United States of America,National Aeronautics and Space Administration,,,"28.470555555,-80.54"
Pioneer 3,http://www.wikidata.org/entity/Q628186,Cape Canaveral Air Force Station Launch Complex 5,United States of America,Army Ballistic Missile Agency,,,"28.4394,-80.5733"
Pioneer 3,http://www.wikidata.org/entity/Q628186,Cape Canaveral Air Force Station Launch Complex 5,United States of America,National Aeronautics and Space Administration,,,"28.4394,-80.5733"
Planck,http://www.wikidata.org/entity/Q725309,ELA-3,France,European Space Agency,,,"5.2406,-52.7708"
Polar,http://www.wikidata.org/entity/Q3270306,Vandenberg AFB Space Launch Complex 2,United States of America,National Aeronautics and Space Administration,,,"34.7545,-120.62"
Progress M-28M,http://www.wikidata.org/entity/Q20639832,Gagarin's Start,Kazakhstan,Roscosmos State Corporation,,,"45.920277777,63.342222222"
Progress M-SO1,http://www.wikidata.org/entity/Q2599542,Gagarin's Start,Kazakhstan,Roscosmos State Corporation,,,"45.920277777,63.342222222"
Progress M1-11,http://www.wikidata.org/entity/Q4379860,Gagarin's Start,Kazakhstan,Roscosmos State Corporation,,,"45.920277777,63.342222222"
Progress MS-06,http://www.wikidata.org/entity/Q26695970,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,,,"45.9648,63.3051"
Progress MS-07,http://www.wikidata.org/entity/Q26696018,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,,,"45.9648,63.3051"
Progress MS-08,http://www.wikidata.org/entity/Q26696186,Baikonur Cosmodrome,Kazakhstan,Roscosmos State Corporation,,,"45.9648,63.3051"
Prospero,http://www.wikidata.org/entity/Q282184,Woomera Village,Australia,Royal Aircraft Establishment,,,"-31.2,136.817"
Prowler,http://www.wikidata.org/entity/Q14940655,Kennedy Space Center Launch Complex 39,United States of America,National Reconnaissance Office,,,"28.6084,-80.6043"
Queqiao,http://www.wikidata.org/entity/Q53829976,Xichang Satellite Launch Center,People's Republic of China,China National Space Administration,,,"28.246016666,102.026555555"
QuikSCAT,http://www.wikidata.org/entity/Q1734511,Vandenberg AFB Space Launch Complex 4,United States of America,National Aeronautics and Space Administration,,,"34.6327,-120.613"
RADARSAT-1,http://www.wikidata.org/entity/Q444263,Vandenberg AFB Space Launch Complex 2,United States of America,Canadian Space Agency,,,"34.7545,-120.62"
RASAT,http://www.wikidata.org/entity/Q1450140,Dombarovsky,Russia,State Planning Organization,,,"50.8,59.51666667"
RAX-2,http://www.wikidata.org/entity/Q7275898,Vandenberg AFB Space Launch Complex 2,United States of America,SRI International,,,"34.7545,-120.62"
RISAT-1,http://www.wikidata.org/entity/Q2633139,Satish Dhawan Space Centre First Launch Pad,India,Indian Space Research Organization,,,"13.733,80.235"
RISAT-2,http://www.wikidata.org/entity/Q1549353,Satish Dhawan Space Centre Second Launch Pad,India,Indian Air Force,,,"13.7199,80.2304"
ROSAT,http://www.wikidata.org/entity/Q54284,Cape Canaveral Air Force Station Space Launch Complex 17,United States of America,German Aerospace Center,,,"28.4467,-80.5661"
Radio Aurora Explorer,http://www.wikidata.org/entity/Q5397155,Kodiak Launch Complex,United States of America,National Aeronautics and Space Administration,,,"57.4358,-152.338"
Raijin-2,http://www.wikidata.org/entity/Q17053560,Yoshinobu Launch Complex,Japan,Tohoku University,,,"30.4022,130.975"
Rasad 1,http://www.wikidata.org/entity/Q1891271,Imam Khomeini Spaceport,Iran,Iranian Space Agency,,,"35.23444,53.920798"
RazakSAT,http://www.wikidata.org/entity/Q54347,Ronald Reagan Ballistic Missile Defense Test Site,United States of America,Astronautic Technology Sdn Bhd,,,"8.71666667,167.73333333"
RemoveDEBRIS,http://www.wikidata.org/entity/Q51667820,Cape Canaveral Air Force Station Space Launch Complex 40,United States of America,Surrey Satellite Technology,,,"28.5621,-80.5772"
Resourcesat-2,http://www.wikidata.org/entity/Q2145867,Satish Dhawan Space Centre First Launch Pad,India,Indian Space Research Organization,,,"13.733,80.235"
Rosetta,http://www.wikidata.org/entity/Q48572,ELA-3,France,European Space Agency,,,"5.2406,-52.7708"
SAC-A,http://www.wikidata.org/entity/Q6116054,Kennedy Space Center Launch Complex 39,United States of America,Comisión Nacional de Actividades Espaciales,,,"28.6084,-80.6043"
SAOCOM 1A,http://www.wikidata.org/entity/Q57965953,Vandenberg AFB Space Launch Complex 4,United States of America,Comisión Nacional de Actividades Espaciales,,,"34.6327,-120.613"
SARAL,http://www.wikidata.org/entity/Q6169551,Satish Dhawan Space Centre First Launch Pad,India,Indian Space Research Organization,,,"13.733,80.235"
SCORE,http://www.wikidata.org/entity/Q539769,Cape Canaveral Air Force Station Launch Complex 11,United States of America,DARPA,,,"28.4756,-80.5406"
SDS-1,http://www.wikidata.org/entity/Q2205675,Yoshinobu Launch Complex,Japan,Japan Aerospace Exploration Agency,,,"30.4022,130.975"
SDS-4,http://www.wikidata.org/entity/Q5977509,Yoshinobu Launch Complex,Japan,Japan Aerospace Exploration Agency,,,"30.4022,130.975"
SEEDS-2,http://www.wikidata.org/entity/Q7389649,Satish Dhawan Space Centre Second Launch Pad,India,Nihon University,,,"13.7199,80.2304"
SELENE,http://www.wikidata.org/entity/Q205408,Yoshinobu Launch Complex,Japan,Japan Aerospace Exploration Agency,,,"30.4022,130.975"
SES-10,http://www.wikidata.org/entity/Q18483436,Kennedy Space Center Launch Complex 39,United States of America,SES S.A.,,,"28.6084,-80.6043"
SES-12,http://www.wikidata.org/entity/Q18483440,Cape Canaveral Air Force Station Space Launch Complex 40,United States of America,SES S.A.,,,"28.5621,-80.5772"
SES-2,http://www.wikidata.org/entity/Q187605,ELA-3,France,SES S.A.,,,"5.2406,-52.7708"
SES-8,http://www.wikidata.org/entity/Q7389860,Cape Canaveral Air Force Station Space Launch Complex 40,United States of America,SES S.A.,,,"28.5621,-80.5772"
SES-9,http://www.wikidata.org/entity/Q22712186,Cape Canaveral Air Force Station Space Launch Complex 40,United States of America,SES S.A.,,,"28.5621,-80.5772"
SMART-1,http://www.wikidata.org/entity/Q213498,ELA-3,France,European Space Agency,,,"5.2406,-52.7708"
SRMSAT,http://www.wikidata.org/entity/Q7392839,Satish Dhawan Space Centre First Launch Pad,India,SRM University,,,"13.733,80.235"
SSOT,http://www.wikidata.org/entity/Q525552,Ensemble de Lancement Soyouz,France,Chilean Air Force,,,"5.301861,-52.834582"
ST-2,http://www.wikidata.org/entity/Q2207982,ELA-3,France,SingTel,,,"5.2406,-52.7708"
STARS-II,http://www.wikidata.org/entity/Q16323051,Yoshinobu Launch Complex,Japan,Kagawa University,,,"30.4022,130.975"
STEX,http://www.wikidata.org/entity/Q7394731,Vandenberg AFB Launch Complex 576,United States of America,National Reconnaissance Office,,,"34.7394,-120.619"
STRaND-1,http://www.wikidata.org/entity/Q6116306,Satish Dhawan Space Centre First Launch Pad,India,University of Surrey,,,"13.733,80.235"
STS-1,http://www.wikidata.org/entity/Q217543,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,John Young,San Francisco,"28.6084,-80.6043"
STS-1,http://www.wikidata.org/entity/Q217543,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Robert Crippen,Beaumont,"28.6084,-80.6043"
STS-100,http://www.wikidata.org/entity/Q860236,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Chris Hadfield,Toronto,"28.6084,-80.6043"
